Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG40,OUT013,571.5135115100666
FDZ28,OUT019,298.4460830221708
FDE02,OUT045,1507.3312130460347
FDU60,OUT049,2859.680548697272
FDM21,OUT013,4097.33944440801
FDV52,OUT019,287.7587605318931
NCW06,OUT013,3055.5248446407645
FDX36,OUT035,3964.7216345445804
FDT35,OUT027,4447.5468727429225
NCL19,OUT010,338.3091715587415
NCD31,OUT046,2719.3754518130763
FDE53,OUT019,269.8335167087299
FDW58,OUT019,279.41268395940375
DRF48,OUT046,3134.841435137529
FDW57,OUT035,2967.6091109749464
DRH13,OUT017,1736.2027581994978
FDT33,OUT013,2741.415793054008
DRK47,OUT027,5796.96387316191
FDY22,OUT010,339.09321270923175
FDC35,OUT019,523.9347784696752
FDO03,OUT013,3848.8611199384827
FDF24,OUT045,1316.874093713897
FDF56,OUT018,2772.872797001693
FDD28,OUT013,777.8654027611757
FDG53,OUT027,3625.9144495783544
FDO27,OUT019,258.8734391427179
NCF54,OUT018,2568.336770192549
FDC20,OUT027,1626.782434317939
FDU10,OUT046,662.2174638015448
DRA24,OUT018,2400.450081635763
FDA02,OUT010,336.43985954572634
FDG10,OUT017,885.9797923169982
FDW39,OUT010,485.4741939556785
FDP04,OUT019,172.5638334535149
NCM55,OUT013,3123.9582073357074
FDG47,OUT045,4059.4712778975677
NCU41,OUT017,3142.6917898707525
NCK31,OUT017,781.2816783225601
FDZ46,OUT045,1679.0085118739887
FDU13,OUT027,3732.707863482488
NCF19,OUT045,756.9057721743651
NCJ43,OUT013,2933.4388640747916
NCJ05,OUT045,2454.995192592897
FDS04,OUT027,3642.240781009513
FDX28,OUT010,219.6255586828639
FDB41,OUT027,1355.4309578186658
FDG53,OUT046,2297.496983296577
FDL15,OUT010,369.8995014253497
FDQ08,OUT049,934.2647707850351
DRN36,OUT013,1523.424869703771
FDI46,OUT013,4132.250007953038
FDG16,OUT027,5597.474750244826
FDV32,OUT013,872.8156393807105
FDF44,OUT010,286.729463048398
FDK04,OUT018,751.0066641621372
NCA41,OUT013,3025.650566191184
FDD51,OUT017,693.3741785470727
NCZ53,OUT045,2835.722816940973
FDP01,OUT027,3993.795240962235
FDY25,OUT049,3224.6708082460977
FDB17,OUT018,2653.338970319434
NCV54,OUT018,1739.5224785163864
FDJ32,OUT017,1003.871012150589
FDA37,OUT049,2103.815541884031
FDG35,OUT035,2992.8810230373383
NCM05,OUT018,3601.728600207676
FDG45,OUT046,3469.773751674395
FDH28,OUT013,606.0028776354363
NCE18,OUT049,3957.047279805022
FDH38,OUT045,1864.823133523372
FDR56,OUT013,3040.2681389076147
FDH17,OUT027,2539.7019841576102
FDD39,OUT049,3638.365744337325
FDB41,OUT049,770.3532173198244
NCR53,OUT046,3587.6813213200435
FDX46,OUT017,903.1234258088151
FDV28,OUT049,625.2580437954717
FDA08,OUT018,2472.4515585870327
FDH45,OUT017,666.9965067047608
NCS38,OUT010,258.61996377066697
FDD40,OUT010,530.5414215419999
DRM59,OUT035,2512.400883721314
NCJ43,OUT018,2612.409865996458
NCN29,OUT013,727.2146058493039
NCC19,OUT045,2888.59860163709
FDR56,OUT035,3184.0287503203826
FDZ43,OUT049,4012.831438040573
FDJ32,OUT010,160.18982132633244
DRH03,OUT017,1423.344298365676
NCZ54,OUT035,2843.7127721745214
FDE26,OUT017,2423.1816664836933
FDS03,OUT045,1026.96069048495
DRZ24,OUT019,293.56591862383715
FDO48,OUT027,5644.116893129484
FDW39,OUT049,2988.2666324135
NCK05,OUT049,941.2840440466829
NCK30,OUT017,3901.204306450679
FDT27,OUT018,3298.0151339567215
FDS08,OUT019,416.52215958204505
NCJ19,OUT049,892.3565206712042
FDC58,OUT045,689.6681783138519
DRE37,OUT013,3133.020065057755
FDW02,OUT035,2079.7917614186667
FDJ02,OUT010,348.3590795995479
FDX09,OUT045,2848.074817262386
FDT31,OUT010,449.75860006946925
FDI24,OUT049,3106.8194543041195
FDY09,OUT045,2857.1730298969305
FDV28,OUT045,602.3497944002747
DRM47,OUT049,3292.6653480814193
FDT52,OUT019,557.638775229054
FDI48,OUT018,682.8044825780225
FDY55,OUT017,4301.812263097409
FDU48,OUT013,2110.1762678067553
FDN25,OUT045,872.7750292837932
FDP20,OUT049,2137.5325566633155
FDJ15,OUT013,3150.401997156923
FDD04,OUT018,1935.5334543261426
FDY58,OUT045,3720.4027893728007
FDR37,OUT018,2759.743233037771
FDF44,OUT013,2103.4579784323478
FDD32,OUT045,1327.412364686971
FDR57,OUT017,2529.4768190166164
DRG39,OUT027,1494.683495460118
FDX15,OUT017,2543.210130538531
DRN37,OUT045,2604.9552602407193
FDW40,OUT027,3772.534837722558
FDB32,OUT049,1436.8316318974155
FDM40,OUT018,2001.6887973747644
FDE39,OUT027,3134.0520785748267
DRH49,OUT017,1334.5309655935446
FDT46,OUT049,796.2944302538527
NCF06,OUT035,3960.8582747347264
FDP07,OUT017,3204.332432892887
FDC04,OUT013,4007.520791124731
FDZ32,OUT017,1738.3620998651493
FDD50,OUT045,2771.913011773194
FDU56,OUT017,3085.0061276091383
FDV34,OUT017,1222.6499567649175
NCY41,OUT013,589.4221600457421
NCK18,OUT046,2737.559821424337
DRH25,OUT049,833.2031691016274
FDT57,OUT046,3756.9757373606863
FDV56,OUT018,1412.435388354198
FDV12,OUT045,1537.6863047546312
FDN52,OUT017,1414.1649041839205
FDX38,OUT035,770.6471521413944
FDE47,OUT018,1775.9603008851366
NCO07,OUT013,3467.9043960399326
FDV09,OUT027,3789.3769616553163
FDZ23,OUT019,482.57561626904476
DRH51,OUT018,1252.8855527972316
NCY54,OUT045,2848.0014478038333
DRG49,OUT013,4245.42543872971
NCC19,OUT049,3275.0754466009653
NCV53,OUT045,3907.6321204152373
FDZ47,OUT019,258.16467932169957
NCO26,OUT018,1655.7713375387552
NCP02,OUT045,951.7515467300185
NCW30,OUT018,3444.106183329899
NCN55,OUT046,3863.7504843265597
FDB20,OUT010,179.91559429148649
DRL11,OUT013,2430.8177774860765
DRD60,OUT045,2862.2223109777756
FDW14,OUT010,187.76303675575633
FDL27,OUT010,172.57810325760641
FDU09,OUT018,736.2366038295177
DRH36,OUT027,2083.7313653237097
FDP34,OUT027,3845.697775380346
FDE04,OUT017,3024.563709166333
FDZ57,OUT027,3390.2969787843217
FDF02,OUT010,231.2352705502696
FDG28,OUT045,3971.426305739066
NCI31,OUT046,622.4094969191945
FDT43,OUT013,749.8957569301324
FDU20,OUT046,2143.7397942929747
FDD53,OUT013,650.8291067954924
FDW15,OUT045,2488.1165354730665
NCT53,OUT045,2510.9143385361517
NCG55,OUT027,3012.4404372243116
FDD48,OUT035,1906.550180167272
FDG47,OUT049,4219.191398018746
FDI21,OUT017,1034.881409670198
FDT27,OUT017,4023.5370076584873
DRO35,OUT013,1915.7403154987496
FDD33,OUT017,3986.347746397701
FDC04,OUT035,4122.55772704739
FDY34,OUT013,2637.7910965603896
DRJ49,OUT049,2119.543892431391
FDE05,OUT049,2436.797172716293
FDU31,OUT017,3956.744950540533
NCN19,OUT027,5183.387501937553
FDK56,OUT027,5230.905818519565
FDK58,OUT017,1765.722045583642
NCJ42,OUT035,1712.2824661190054
FDZ34,OUT027,5325.349467023951
FDA52,OUT018,2659.553486048388
NCR29,OUT013,776.9797283639299
FDT48,OUT035,3316.4005611309167
DRJ51,OUT019,560.8852953715059
NCS54,OUT046,2861.9271300818573
FDV01,OUT035,2637.407725729483
DRG51,OUT027,4236.383281680719
NCG42,OUT013,2147.0178274879013
FDA51,OUT049,1901.205874787457
FDV19,OUT010,390.45802558931797
NCT18,OUT045,2877.7220283447596
NCS41,OUT045,2831.640213100105
FDO03,OUT046,3755.0760780105866
FDL12,OUT010,151.14109885334338
FDY37,OUT010,329.4267218214945
FDI58,OUT049,1464.0802399348834
FDT28,OUT018,2100.4042716912277
NCC42,OUT010,326.5852442461487
FDO01,OUT017,2161.024904958572
FDJ02,OUT013,2457.645618238654
FDQ04,OUT018,532.3136179173589
DRL47,OUT013,2030.492807245258
FDZ32,OUT035,1751.3656973779136
FDC35,OUT035,3585.6446703541947
FDX14,OUT045,1214.70285279088
FDZ35,OUT013,1720.1948281278537
FDL14,OUT013,2428.363428976532
FDO04,OUT049,863.0997496255021
DRK11,OUT017,2422.2420092367247
FDB44,OUT018,3137.590095442653
FDZ50,OUT049,3300.32424634977
FDI12,OUT027,2497.1241909443424
FDU43,OUT017,4127.860804919273
FDD58,OUT010,224.55912767785972
FDB27,OUT017,3296.2984908895614
FDB04,OUT018,1203.5109043637722
NCO17,OUT013,1930.5934977076267
FDL12,OUT017,920.1448354108451
DRJ13,OUT049,2613.914472317545
FDD57,OUT045,1512.2010718974739
FDW19,OUT035,1832.2948754778993
DRD27,OUT018,1371.3214402095023
FDH27,OUT027,3727.670030386058
NCW30,OUT027,6097.445311160406
FDR40,OUT018,1131.1748191820002
FDG05,OUT013,2436.2172095819224
NCY41,OUT019,115.99721304264123
FDI38,OUT018,2994.5394642039582
FDR20,OUT046,687.4905104922899
FDE09,OUT017,1739.2906387741104
FDN50,OUT019,251.0899780971398
DRF27,OUT045,2371.0234342073663
DRF51,OUT013,593.3157981717133
NCO02,OUT019,182.93080911033474
FDB51,OUT027,1720.0126562540722
FDJ50,OUT013,771.3629765000895
FDN52,OUT013,1342.4893575130654
FDX14,OUT013,1185.0130973005175
FDT27,OUT019,556.0296863253046
FDV10,OUT013,640.9790707809166
FDU33,OUT046,737.1019496615314
FDU58,OUT046,3162.452092173828
NCP42,OUT027,5312.210441222328
FDL51,OUT027,5564.382649994934
DRH15,OUT027,1250.2969062556713
FDU16,OUT017,1341.2990359683922
FDW15,OUT017,2510.967407061631
FDQ44,OUT045,1943.2590555169058
NCI06,OUT027,4959.078845202335
DRK23,OUT019,575.9206163709583
FDC28,OUT035,1736.788973134351
NCY17,OUT019,119.86101347414986
NCV05,OUT018,2217.6499333373263
FDM34,OUT019,315.3198222316946
DRD60,OUT027,5047.50563965314
FDT38,OUT046,1348.756087267153
FDQ57,OUT018,2082.1577226294894
FDE59,OUT027,1144.1132310397654
NCM43,OUT046,2625.5849106860273
DRI51,OUT049,2914.960777850033
NCG30,OUT017,2062.558603588728
NCK54,OUT035,1922.0247048619196
FDQ16,OUT019,276.26076246143583
FDI36,OUT013,3046.9790739782948
FDX16,OUT027,3744.925612067841
FDA34,OUT046,2820.9075096496554
FDJ48,OUT018,3485.999913821551
FDU47,OUT035,2291.3066929157476
FDS39,OUT046,2294.7248620432165
FDD11,OUT046,3920.7148256852524
FDM16,OUT027,2099.8775889600815
FDU56,OUT018,2713.576451177433
FDQ32,OUT017,2098.7450621106927
DRK35,OUT013,629.5453596890343
FDA58,OUT049,3826.7832288050927
DRG48,OUT019,335.20397068597134
FDT59,OUT010,580.0094724088704
FDQ31,OUT019,237.28708840677774
FDS51,OUT018,829.2767191991486
FDW32,OUT027,2545.2890952802654
FDI15,OUT027,6006.683839469915
NCV30,OUT017,1001.0302597869336
DRG25,OUT049,3258.8301453650593
FDT02,OUT013,574.8845804616149
FDO33,OUT027,3027.857692279701
FDP38,OUT035,799.1794485839314
FDZ45,OUT035,3216.9906935071344
NCA54,OUT027,4976.062797227631
FDU33,OUT017,730.1289700712705
FDN58,OUT017,4046.452128447459
FDI05,OUT045,1281.3753173413256
FDM57,OUT019,227.0562553887737
NCS42,OUT027,2485.14606711437
FDB57,OUT045,3766.4629283863433
FDC03,OUT045,3051.528821313649
FDZ58,OUT013,2001.5152333176147
NCK29,OUT045,1912.9881347286043
NCR53,OUT045,3654.7111737502228
FDE26,OUT027,3694.1501805145326
FDU52,OUT049,2459.6006730513436
FDE41,OUT027,2332.510976805597
FDU38,OUT018,2820.966734425021
FDA52,OUT017,2938.592138017118
FDW46,OUT046,1083.9330323730892
DRI59,OUT035,3902.1612025294553
FDT38,OUT035,1359.3871920781912
FDL33,OUT018,2895.9644667952043
FDQ01,OUT027,5925.361882936966
FDJ08,OUT046,3064.826337981556
FDQ47,OUT049,639.1872141753535
NCZ18,OUT013,3988.812925926509
FDE29,OUT017,948.0220421251058
FDF10,OUT027,3829.2988849831254
FDC48,OUT049,1323.8289937608697
FDY58,OUT013,3816.50358128093
NCX30,OUT010,585.9415065885438
FDV11,OUT013,2949.2127903875294
FDT46,OUT046,797.835090242454
DRD01,OUT019,149.04696257014947
FDQ11,OUT013,4235.937322268591
NCM41,OUT017,1504.3669795058042
NCC55,OUT013,579.7284341643112
FDG45,OUT027,5676.578677872767
NCQ54,OUT049,2853.8250224846392
FDM34,OUT045,2003.1289672685903
FDD17,OUT019,552.180678979987
FDN38,OUT027,5937.626285705612
FDB53,OUT018,2089.27256829916
NCL06,OUT035,4022.387300350867
NCV18,OUT019,225.33665411431616
FDX25,OUT013,3117.064107490583
FDB39,OUT046,883.0403421013591
FDC33,OUT049,3217.5768621399952
NCO14,OUT018,555.1229881456824
FDA58,OUT027,5867.831140981582
NCQ02,OUT017,3151.9480086228064
NCR53,OUT017,3838.3585131265304
FDN52,OUT046,1395.0588868202333
FDG26,OUT046,3998.708380512172
FDE23,OUT027,1347.7689173692054
DRI37,OUT013,813.3506650387324
DRH37,OUT018,2406.3558583717563
FDO01,OUT035,2116.2380208705636
FDK45,OUT049,1896.1870813650412
FDP23,OUT049,3721.334321806467
FDM33,OUT035,3812.8286460960608
FDD36,OUT017,2032.0125958662643
FDL56,OUT017,1372.246486352027
FDT27,OUT010,575.450282724678
FDG52,OUT017,685.0166377750015
NCL42,OUT035,3940.901935905451
DRJ24,OUT046,3087.960317228245
FDV38,OUT046,840.7886315725383
FDT35,OUT045,2845.940999088892
FDY51,OUT045,3522.209649247124
FDC37,OUT017,1724.6543134148587
NCP43,OUT013,3065.9927667295733
FDO33,OUT045,1764.5181052141231
FDW04,OUT018,1806.1851988351978
NCC31,OUT046,2433.9084889580954
FDK22,OUT049,3692.2978710023763
FDJ50,OUT017,862.6731556082362
FDV13,OUT017,1416.8574256271427
DRL60,OUT017,2411.6944189429855
FDW03,OUT017,1797.1948846614312
FDY27,OUT035,3094.0946917683077
FDB39,OUT027,1488.879982779317
FDU59,OUT045,2543.9536643782353
FDZ57,OUT049,2169.579111946636
FDO21,OUT049,3835.2960977927196
FDS43,OUT018,2758.0598676237696
FDU28,OUT010,515.5095984584452
FDC51,OUT010,260.81972624109335
FDW16,OUT010,192.18495040031112
FDP32,OUT010,275.29090778809683
FDB60,OUT019,462.0105895269304
NCQ30,OUT046,2030.0977631764135
FDD26,OUT049,3301.7290686774168
FDI44,OUT045,1288.5448715466237
DRH23,OUT046,917.0083461325708
FDO44,OUT046,1726.90888724878
FDG04,OUT046,3109.491066129743
FDM32,OUT027,2612.074038409741
FDM09,OUT013,2807.9673581728416
FDZ47,OUT013,1583.6936462003387
FDM40,OUT027,3611.699095334614
FDY48,OUT017,1692.7930412769135
NCM30,OUT045,663.8942342465573
FDX36,OUT010,551.9151952670146
DRF03,OUT017,630.8328381657237
FDN51,OUT049,4092.998110136755
FDM57,OUT049,1342.7084680966395
FDB35,OUT049,1466.337741415608
FDY13,OUT027,2157.502123358977
FDA37,OUT017,2089.030314724305
NCX53,OUT017,2310.3146692635223
FDD59,OUT018,1132.2870210402982
FDX10,OUT019,110.37397668089665
FDC03,OUT018,2895.750839755133
FDW43,OUT035,4036.423685630201
FDW10,OUT046,2728.855184886868
FDY14,OUT027,6024.494297596644
FDV43,OUT045,713.3672883627216
FDO40,OUT013,2430.88140013219
FDP46,OUT027,2530.5765708041854
NCE43,OUT019,392.4405057858375
FDD05,OUT035,1978.0744427209675
FDJ60,OUT010,412.90889413080475
DRE27,OUT018,1332.0055455288993
FDO11,OUT035,4236.964730834668
DRG11,OUT027,2831.558800764722
FDK33,OUT010,555.679714105082
DRM23,OUT045,2782.963946310294
FDJ02,OUT027,3909.612515069528
NCZ05,OUT045,1608.709749916167
NCL30,OUT013,2044.1203578499385
FDZ19,OUT018,2554.585171361836
FDM45,OUT049,2063.0690625498573
FDO36,OUT046,2812.4495454037306
NCK31,OUT045,781.2648767138945
DRJ37,OUT045,2420.422833807252
FDP24,OUT018,1749.8262622046063
FDF46,OUT013,1903.536948699934
FDX46,OUT019,159.65189417233032
NCL18,OUT045,2843.5075933590747
FDJ26,OUT013,3439.428496302201
FDJ07,OUT045,1852.6192863480608
FDY15,OUT013,2426.01507175529
DRG01,OUT045,1244.11947999486
FDF58,OUT045,1047.4039103718987
FDZ14,OUT019,296.0387240896712
FDP31,OUT049,1033.976291699802
FDH45,OUT013,648.659572153919
FDA09,OUT010,482.04488405921825
FDW31,OUT035,3258.3478708624707
FDA57,OUT046,670.2845443984098
NCE55,OUT035,2986.422499831329
FDC17,OUT019,524.895270519336
FDC59,OUT013,885.4630045543095
FDA22,OUT013,2724.4134716272147
FDK52,OUT035,3877.245196369371
NCM26,OUT046,2431.680782095924
NCT53,OUT035,2754.472127330779
FDW45,OUT018,2195.434409713112
NCI18,OUT035,3722.8707160456006
FDE38,OUT018,2366.0517880048883
FDF08,OUT019,236.53291223880984
FDY58,OUT010,571.9253269353761
FDF58,OUT019,179.99991831281358
FDX39,OUT017,3816.795143520616
FDB44,OUT049,3622.589404046907
FDF28,OUT013,2019.8983862981188
FDE39,OUT013,1892.4850376846412
FDT37,OUT018,3530.262975737812
FDZ45,OUT017,3340.6432720046882
FDO40,OUT035,2575.217745731058
FDM57,OUT027,2403.841930783652
DRG36,OUT017,2873.190373079511
FDY36,OUT010,174.83569124026425
DRL60,OUT027,3797.6620650109776
FDS25,OUT019,280.87334083847446
DRF49,OUT027,2944.166546299206
FDP16,OUT045,3961.9739729468474
FDS60,OUT049,3149.7057987210073
FDU15,OUT027,1242.7956674390227
FDK43,OUT046,2111.42178367955
FDN25,OUT046,920.5663911318717
FDE53,OUT049,1670.1615556824881
FDB22,OUT013,2493.7257957964275
FDE39,OUT017,1988.7931349181526
FDX35,OUT035,4016.6458327774417
NCG54,OUT049,2966.744262185496
FDH27,OUT035,2395.5848392378243
NCK42,OUT013,3416.2595244162676
FDS25,OUT049,1797.2768118525987
FDI10,OUT018,2679.7634214003683
FDU35,OUT035,1669.3705898376422
FDI04,OUT017,3385.5147400846977
DRK23,OUT035,4261.934578543582
FDB53,OUT019,333.0980188492444
FDY02,OUT049,4091.491471533491
FDM60,OUT035,689.5562600527328
NCJ31,OUT010,586.064946514083
DRP35,OUT017,2067.75166967244
NCQ30,OUT018,1795.0278675536788
DRL11,OUT010,381.57953907918136
FDU01,OUT013,3106.839297323124
FDR39,OUT035,3042.519156927334
FDO08,OUT046,2726.445521861323
FDC02,OUT045,4040.5247745185934
NCZ29,OUT035,2059.6299177303895
FDF29,OUT010,280.4548376530174
FDZ23,OUT017,3211.5703430522008
NCU53,OUT018,2374.9785432076524
NCW30,OUT013,4084.5990632326093
NCM26,OUT027,3932.8410356718837
FDV50,OUT027,3179.311383716303
FDW15,OUT049,2428.0596263491175
FDI35,OUT027,5074.741347569027
FDO11,OUT017,4145.395743930402
FDN48,OUT046,1486.5208837515377
NCA17,OUT049,2431.9118090241786
NCN54,OUT013,1221.8287622549358
FDP22,OUT013,734.097588134413
NCB54,OUT035,2042.8772219724515
FDD08,OUT045,635.2574949327558
DRM48,OUT010,114.47909623016535
FDG41,OUT027,2875.6717922201897
FDE44,OUT027,1432.1770648684264
FDE26,OUT035,2412.384276497795
NCS38,OUT013,1844.9319070349939
NCJ54,OUT018,3242.302681669286
FDI40,OUT019,251.982995697412
FDN45,OUT018,3214.220636111967
FDU43,OUT046,3924.0986210907886
FDI04,OUT010,521.1339611260344
NCC07,OUT018,1446.021828386603
NCC07,OUT019,270.5399950421705
NCD18,OUT045,3592.403782916609
FDU55,OUT035,4392.120184717146
FDX59,OUT035,625.3910141893061
FDR52,OUT049,3266.2983663146615
NCP17,OUT013,857.5090513957626
FDQ32,OUT045,1971.7609869356395
NCT17,OUT049,3218.071994649008
FDO10,OUT049,895.0740184299475
FDE32,OUT049,635.047514044985
FDN44,OUT045,2633.845356862297
FDH02,OUT035,1468.3124668590845
FDK60,OUT013,1582.4888350280467
FDS24,OUT019,235.7933344894771
FDL03,OUT010,531.1340230267604
FDB46,OUT027,5490.688586361865
FDO48,OUT049,3785.6406331641856
FDZ39,OUT049,1714.4711428383407
FDT02,OUT027,1124.9306333107454
FDC50,OUT013,1503.7262307583835
FDP39,OUT035,794.3892438310672
DRG15,OUT018,813.5015544092313
FDP10,OUT018,1482.6426881767832
FDF53,OUT027,4885.827889422572
FDN34,OUT045,2887.393590321713
FDK02,OUT045,1894.4586442483587
FDC23,OUT045,2858.3508498183555
FDJ10,OUT019,327.44079984493976
FDE53,OUT035,1702.1898285570232
FDR25,OUT035,4207.38095229936
FDW50,OUT046,2638.44946338662
FDS09,OUT049,827.2818197692077
FDW49,OUT010,430.4916621094362
FDU51,OUT046,2867.411356478969
FDF28,OUT018,1764.702515331226
NCY30,OUT018,2639.1761639948513
FDD44,OUT045,4158.466879626223
FDX09,OUT017,2992.9071596138847
NCF30,OUT013,2057.442096339556
FDZ50,OUT019,502.3790236791139
FDW37,OUT013,1385.1529089815083
FDD11,OUT049,4177.983505024904
DRH39,OUT018,1071.19945656529
FDA36,OUT049,3282.4771447154253
NCG43,OUT049,1451.3563182869966
FDF02,OUT035,1710.0896663330295
FDP57,OUT027,2724.253134796028
NCE42,OUT017,3793.562807460008
NCR38,OUT027,5968.573074848091
FDP03,OUT019,306.0960356625385
FDO51,OUT035,706.4046337561967
NCQ42,OUT046,2151.481709924183
NCM41,OUT046,1453.542461399223
FDH48,OUT027,2347.322538097615
DRF60,OUT046,3819.615874976103
FDJ27,OUT035,1683.3228268480038
FDQ14,OUT013,2348.67946023643
FDN27,OUT017,1998.8469782721506
NCQ02,OUT046,3104.3043697857083
FDJ33,OUT049,2108.2628310349824
FDP07,OUT027,5495.767602664435
DRE01,OUT049,3953.7025550535413
FDU36,OUT045,1555.505505300625
FDL28,OUT017,4042.4085019706945
NCX53,OUT046,2258.428904911504
FDZ39,OUT013,1713.0701521402052
NCP42,OUT013,3057.877796556198
FDJ14,OUT035,1389.9466166756624
FDK04,OUT049,864.3384391712056
NCC19,OUT017,3212.275553611498
FDS09,OUT018,681.9308436102095
FDZ02,OUT046,1575.050452632656
FDD35,OUT018,1767.4214919900382
NCY42,OUT017,2376.2198552878676
FDB05,OUT045,3968.473198081421
FDF20,OUT035,3167.0271563926917
NCO41,OUT018,1383.450654375424
FDC40,OUT027,2247.6182066513456
FDV58,OUT045,2849.0989870745143
FDZ57,OUT045,2013.4553509366679
DRM35,OUT046,2897.218968996391
DRN36,OUT018,1311.1054933612866
FDQ13,OUT046,1366.648290208357
DRO35,OUT010,251.69737041018954
NCD43,OUT035,1745.52347068233
FDA51,OUT018,1619.5601392249644
NCX17,OUT027,5880.2968375589935
NCZ17,OUT049,672.2626126462693
FDR11,OUT027,4129.2469738022955
FDW34,OUT049,4018.7878114987857
FDN50,OUT017,1501.051057696542
FDS09,OUT046,830.7956217502759
FDS48,OUT018,2151.34287647929
FDL44,OUT049,2730.1258294986987
DRF48,OUT018,2752.4612005614454
FDA14,OUT018,2056.4181334682744
NCD30,OUT049,1534.6335228497521
FDI16,OUT017,802.8499359653956
NCG06,OUT035,3995.8562490879794
DRZ24,OUT035,1983.2243505283175
NCS17,OUT045,1515.4963387907897
FDB37,OUT045,3872.1848896683605
FDE10,OUT035,2122.683563595009
FDC57,OUT045,2975.995723455184
FDM12,OUT018,2792.2274810595013
FDE24,OUT049,2334.767579859907
FDW22,OUT045,3733.508826177705
DRD01,OUT027,1567.1902597973124
NCZ18,OUT027,5984.488523852688
FDN49,OUT045,661.6772702978913
FDR22,OUT035,1912.1120197190983
FDV08,OUT019,112.85572575056968
FDY39,OUT046,3190.2820929808763
FDV36,OUT049,2127.8707955250175
FDO60,OUT045,708.7197954029388
FDU04,OUT027,3129.5180343830516
FDR20,OUT027,1438.0082352022364
FDW19,OUT019,275.0251901897172
FDU40,OUT049,3190.2004643064947
FDK15,OUT045,1542.8399360983315
DRF15,OUT035,2519.3850446706983
FDQ25,OUT017,2943.74422674275
FDI48,OUT019,143.60486934827455
FDS49,OUT046,1316.9200858567156
FDV22,OUT046,2628.8137485986326
NCV42,OUT046,1783.2014394136859
FDX26,OUT046,3082.394009385509
FDI33,OUT018,1302.2095711112433
FDZ14,OUT049,2059.7164943937405
FDG10,OUT013,786.4249027920779
FDM38,OUT018,661.9110610354924
FDG26,OUT027,6069.3404715061515
FDH46,OUT035,1718.7757965400388
FDN13,OUT018,1401.967100942553
FDU57,OUT035,2579.1052668207503
NCI06,OUT046,2910.135137734358
FDM38,OUT045,855.160288203851
NCG42,OUT010,286.5985427210005
FDL39,OUT045,2968.343716202208
FDT31,OUT019,458.7978737427114
FDV59,OUT013,3539.627228744505
FDB49,OUT035,1681.6517921565758
FDD58,OUT049,1667.741643531277
DRN59,OUT046,715.6456825933948
FDX48,OUT049,2484.7136562581973
FDQ11,OUT049,4108.353519335494
FDY12,OUT049,846.1721735534649
FDQ11,OUT045,4022.7031621619903
DRI11,OUT017,1923.7880854639493
FDY32,OUT027,4280.229364651613
FDS51,OUT045,952.9327380122576
FDR19,OUT010,335.3111740268614
DRB13,OUT018,2802.588584938739
FDS21,OUT035,1049.8816588638238
FDQ40,OUT045,2887.881906974446
NCE55,OUT013,2955.0931368935653
FDX43,OUT027,4405.087288148543
FDS12,OUT049,2108.810850767522
DRK01,OUT027,2549.1688826345
FDN25,OUT017,869.6450923275613
FDB60,OUT046,3180.0891885700826
FDQ13,OUT017,1395.0168216225597
DRK13,OUT045,2915.7249402641914
DRF25,OUT018,499.2941538747239
NCD42,OUT019,116.17506469989537
FDW25,OUT045,1418.2875499752156
NCV29,OUT027,4953.64633711072
NCK42,OUT035,3628.0851883851496
DRJ13,OUT027,3998.621259195659
DRD15,OUT017,3864.4723683852494
FDM27,OUT045,2553.0363066545574
FDZ50,OUT018,2795.280430585605
FDC04,OUT046,3767.284114867024
FDF50,OUT049,3266.494476498131
FDP15,OUT045,4016.193355188075
FDK46,OUT035,4190.899399237671
FDZ56,OUT018,2493.5530841739555
FDY60,OUT049,2385.292708193179
FDB10,OUT035,3995.528685744367
FDR57,OUT045,2529.4680737297736
FDU58,OUT049,3248.677010221989
FDH02,OUT046,1423.6427749076697
FDP48,OUT013,3110.337990998675
FDI46,OUT035,4135.971032566511
FDW56,OUT013,3047.362856074338
NCM19,OUT010,245.47951153421724
FDS50,OUT027,5717.201539065118
FDK24,OUT013,684.394784130717
FDO36,OUT017,3076.924873688674
FDK45,OUT027,2977.513271796055
NCL05,OUT045,698.7219342003601
FDL32,OUT018,1554.5380176376668
FDA28,OUT049,2083.611258027998
FDY36,OUT018,1045.2660318740525
FDP32,OUT018,1851.6896029740913
FDL50,OUT046,2096.642997493331
DRC24,OUT049,2459.997913086184
NCS18,OUT017,1754.2270993668958
FDD16,OUT017,1267.6850567396086
NCV18,OUT013,1369.1417269250724
FDX07,OUT046,3029.5239105147866
NCZ05,OUT027,2751.107542723625
NCI31,OUT013,587.3441836165836
FDK14,OUT049,1352.4513100239324
NCR06,OUT045,673.423010528156
NCF54,OUT049,2984.5264271456585
DRG23,OUT010,367.4417205350009
FDD53,OUT046,677.4872248122722
NCM31,OUT027,3552.5270327613807
FDT16,OUT017,4268.314909604945
FDR40,OUT035,1345.3812395225925
DRG25,OUT017,3139.8640902950533
FDT10,OUT035,1004.7264150990227
FDY32,OUT013,2590.284448274168
FDN50,OUT035,1537.8312104132442
FDZ35,OUT019,265.2312062855497
NCP54,OUT045,1921.8827165201842
NCD07,OUT035,1818.2941848517817
FDS02,OUT018,2875.4130145298923
DRN59,OUT018,617.9132586314784
DRB24,OUT013,2395.8478028160253
